PriceTomorow,Open,High,Low,Vol.,Change,Date,Price
8806.70,8867.00,9027.70,8614.50,206.01,0.0063,21-Apr-18,
8923.10,8292.30,8926.20,8224.50,225.96,0.0695,20-Apr-18,
8867.00,8179.00,8303.70,8126.70,155.08,0.0137,19-Apr-18,
8290.80,7908.50,8227.60,7895.30,163.26,0.0341,18-Apr-18,
8178.40,8070.00,8171.70,7852.80,162.59,-0.0200,17-Apr-18,
7908.60,8362.20,8412.90,7908.50,197.70,-0.0351,16-Apr-18,
8070.00,8004.60,8411.50,8004.60,160.26,0.0449,15-Apr-18,
8363.60,7891.10,8180.20,7839.30,164.71,0.0148,14-Apr-18,
8004.40,7926.90,8228.00,7756.60,296.95,-0.0049,13-Apr-18,
7887.40,6963.30,8009.60,6779.30,398.30,0.1385,12-Apr-18,
7926.60,6855.60,6988.60,6818.40,142.07,0.0156,11-Apr-18,
6962.10,6782.60,6899.50,6671.60,134.23,0.0108,10-Apr-18,
6854.80,7035.70,7192.50,6633.20,241.19,-0.0354,9-Apr-18,
6781.90,6905.90,7113.40,6903.90,132.51,0.0181,8-Apr-18,
7030.50,6624.50,7071.90,6616.10,177.10,0.0425,7-Apr-18,
6905.70,6783.70,6859.70,6523.40,174.90,-0.0233,6-Apr-18,
6624.30,6808.70,6918.20,6592.50,221.70,-0.0040,5-Apr-18,
6782.00,7423.80,7432.90,6726.90,239.51,-0.0829,4-Apr-18,
6808.90,7067.20,7519.30,7032.90,230.80,0.0503,3-Apr-18,
7424.20,6825.40,7121.30,6787.60,199.31,0.0356,2-Apr-18,
7068.40,6939.10,7047.70,6460.10,257.53,-0.0163,1-Apr-18,
6825.20,6856.50,7221.50,6804.90,245.30,0.0123,31-Mar-18,
6938.20,7132.40,7288.10,6603.80,417.31,-0.0386,30-Mar-18,
6853.70,7955.20,7980.70,6954.90,348.75,-0.1038,29-Mar-18,
7129.20,7803.00,8110.40,7754.50,167.36,0.0196,28-Mar-18,
7954.90,8146.50,8218.30,7760.60,223.10,-0.0420,27-Mar-18,
7801.70,8474.00,8515.70,7865.90,247.18,-0.0389,26-Mar-18,
8143.50,8549.10,8679.00,8392.20,149.52,-0.0087,25-Mar-18,
8473.20,8917.30,9008.80,8523.60,177.43,-0.0414,24-Mar-18,
8547.40,8725.30,8917.00,8305.60,210.11,0.0218,23-Mar-18,
8916.80,8903.70,9096.20,8499.10,223.01,-0.0202,22-Mar-18,
8726.20,8912.40,9173.40,8775.10,218.19,-0.0008,21-Mar-18,
8905.90,8614.10,9039.60,8326.80,253.44,0.0343,20-Mar-18,
8912.60,8200.90,8698.30,8127.70,316.96,0.0507,19-Mar-18,
8616.80,7873.20,8283.60,7323.30,348.02,0.0414,18-Mar-18,
8201.20,8198.00,8344.80,7760.20,208.05,-0.0500,17-Mar-18,
7874.90,8264.30,8604.80,7929.10,236.13,0.0030,16-Mar-18,
8289.20,8210.20,8427.00,7691.70,326.53,0.0066,15-Mar-18,
8264.40,9154.90,9353.40,7958.50,305.45,-0.1032,14-Mar-18,
8210.60,9138.70,9482.00,8875.10,239.46,0.0019,13-Mar-18,
9154.90,9535.80,9892.20,8804.10,257.91,-0.0412,12-Mar-18,
9137.40,8732.20,9719.60,8516.40,266.59,0.0876,11-Mar-18,
9529.60,9216.20,9500.00,8691.10,198.73,-0.0494,10-Mar-18,
8762.00,9301.90,9420.50,8351.00,371.46,-0.0089,9-Mar-18,
9217.00,9910.70,10109.00,9037.00,256.26,-0.0609,8-Mar-18,
9300.00,10779.00,10899.00,9422.10,284.54,-0.0723,7-Mar-18,
9902.90,11314.20,11316.40,10412.00,230.65,-0.0578,6-Mar-18,
10675.10,11415.70,11506.90,11281.20,162.11,-0.0075,5-Mar-18,
11330.60,11402.80,11490.30,10878.40,156.40,0.0012,4-Mar-18,
11416.50,10822.50,11420.70,9585.50,172.20,0.0531,3-Mar-18,
11402.30,10904.50,11167.00,10677.10,201.69,-0.0070,2-Mar-18,
10827.70,10335.10,11047.80,10248.70,188.77,0.0552,1-Mar-18,
10904.50,10584.40,11070.70,10303.40,215.22,-0.0246,28-Feb-18,
10333.90,10287.80,10867.20,10120.50,202.58,0.0301,27-Feb-18,
10594.40,9590.90,10378.40,9410.30,235.94,0.0730,26-Feb-18,
10285.10,9703.10,9860.30,9330.10,196.49,-0.0123,25-Feb-18,
9585.20,10163.80,10506.10,9394.50,239.16,-0.0458,24-Feb-18,
9704.30,9840.60,10419.10,9597.80,271.50,0.0334,23-Feb-18,
10170.40,10470.10,10930.20,9743.90,316.63,-0.0603,22-Feb-18,
9841.70,11240.90,11289.70,10252.20,327.14,-0.0681,21-Feb-18,
10473.00,11169.70,11791.50,11119.90,267.56,0.0062,20-Feb-18,
11238.70,10396.60,11250.50,10324.80,215.20,0.0741,19-Feb-18,
11169.40,11073.70,11271.60,10137.20,288.91,-0.0609,18-Feb-18,
10398.80,10177.30,11095.90,10070.90,224.76,0.0879,17-Feb-18,
11073.50,10031.30,10294.30,9707.70,206.44,0.0141,16-Feb-18,
10178.70,9475.60,10206.80,9348.50,291.28,0.0592,15-Feb-18,
10037.30,8542.60,9500.00,8541.60,246.88,0.1097,14-Feb-18,
9476.30,8906.20,8942.70,8378.00,195.87,-0.0409,13-Feb-18,
8539.20,8083.60,8984.90,8083.60,238.67,0.1017,12-Feb-18,
8903.50,8559.70,8564.20,7843.70,236.20,-0.0558,11-Feb-18,
8081.90,8697.30,9066.60,8172.20,263.53,-0.0161,10-Feb-18,
8559.60,8163.60,8735.60,7784.60,233.94,0.0656,9-Feb-18,
8699.80,7595.10,8489.90,7595.10,296.10,0.0750,8-Feb-18,
8164.20,7693.80,8536.50,7196.60,445.62,-0.0138,7-Feb-18,
7594.70,6939.30,7896.20,5996.60,886.88,0.1099,6-Feb-18,
7701.20,8220.80,8383.20,6651.90,593.89,-0.1561,5-Feb-18,
6938.50,9241.50,9382.10,7932.10,280.94,-0.1103,4-Feb-18,
8222.20,8894.40,9506.90,8249.30,248.71,0.0391,3-Feb-18,
9241.10,9179.80,9201.40,7915.80,519.40,-0.0314,2-Feb-18,
8893.20,10266.20,10303.00,8789.20,358.40,-0.1056,1-Feb-18,
9181.10,10166.30,10397.70,9742.20,208.47,0.0098,31-Jan-18,
10265.40,11244.50,11277.20,9917.70,264.72,-0.0959,30-Jan-18,
10166.00,11794.90,11888.10,11119.00,137.42,-0.0467,29-Jan-18,
11244.80,11471.20,12112.70,11433.30,154.63,0.0286,28-Jan-18,
11795.10,11118.00,11621.70,10908.40,163.49,0.0314,27-Jan-18,
11467.50,11203.10,11655.30,10389.40,253.91,-0.0076,26-Jan-18,
11118.10,11439.90,11740.90,10983.80,181.81,-0.0218,25-Jan-18,
11203.00,10899.40,11549.50,10584.50,136.06,0.0504,24-Jan-18,
11452.30,10869.00,11438.00,10056.60,188.37,0.0035,23-Jan-18,
10903.20,11597.50,11970.90,10136.80,201.73,-0.0630,22-Jan-18,
10864.80,12857.10,12860.20,11164.50,206.96,-0.0983,21-Jan-18,
11594.90,11579.20,13082.20,11567.30,143.90,0.1104,20-Jan-18,
12858.90,11229.60,11973.20,10901.50,170.74,0.0298,19-Jan-18,
11580.20,11202.00,12004.70,10660.20,242.45,0.0047,18-Jan-18,
11245.40,11357.70,11769.60,9271.30,361.80,-0.0149,17-Jan-18,
11192.30,13704.40,13711.00,10050.70,317.10,-0.1705,16-Jan-18,
11362.00,13695.50,14396.60,13475.40,73.27,0.0002,15-Jan-18,
13697.50,14291.90,14446.10,13094.70,85.12,-0.0418,14-Jan-18,
13695.20,13896.00,14640.70,13888.20,61.14,0.0292,13-Jan-18,
14292.20,13529.20,14176.40,13410.00,82.37,0.0260,12-Jan-18,
13886.70,15046.70,15109.10,13048.30,167.81,-0.1002,11-Jan-18,
13535.40,14778.50,15045.40,13613.10,87.07,0.0179,10-Jan-18,
15043.00,14976.20,15324.60,14613.40,71.40,-0.0132,9-Jan-18,
14778.50,16228.30,16302.90,13902.30,142.45,-0.0771,8-Jan-18,
14976.20,17174.50,17184.80,15791.10,79.01,-0.0550,7-Jan-18,
16228.20,16954.80,17252.80,16286.60,83.93,0.0128,6-Jan-18,
17172.30,15180.10,17126.90,14832.40,141.96,0.1169,5-Jan-18,
16954.80,15156.50,15408.70,14244.70,110.97,0.0015,4-Jan-18,
15180.10,14754.10,15435.00,14579.70,106.54,0.0273,3-Jan-18,
15156.60,13444.90,15306.10,12934.20,137.73,0.0974,2-Jan-18,
14754.10,13850.50,13921.50,12877.70,78.43,-0.0293,1-Jan-18,
13444.90,12532.40,14241.80,12359.40,111.27,0.1052,31-Dec-17,
13850.40,14392.10,14461.50,11962.10,182.07,-0.1293,30-Dec-17,
12531.50,14398.50,15109.80,13951.10,118.88,-0.0004,29-Dec-17,
14392.60,15416.30,15505.50,13466.10,170.37,-0.0660,28-Dec-17,
14398.70,15757.00,16514.60,14534.70,138.71,-0.0216,27-Dec-17,
15416.60,13830.20,16094.70,13748.50,143.14,0.1390,26-Dec-17,
15756.60,13790.00,14467.40,13010.70,107.48,0.0032,25-Dec-17,
13833.50,14396.60,14413.70,12166.50,182.42,-0.0421,24-Dec-17,
13790.00,13665.00,15493.20,13356.10,170.17,0.0535,23-Dec-17,
14396.50,15632.10,15823.70,10875.70,466.98,-0.1258,22-Dec-17,
13665.00,16461.10,17301.80,14953.00,163.74,-0.0504,21-Dec-17,
15632.10,17521.70,17813.60,15642.70,227.68,-0.0606,20-Dec-17,
16462.00,18971.20,19022.00,16812.80,174.54,-0.0764,19-Dec-17,
17523.70,19065.70,19221.10,18114.40,139.25,-0.0049,18-Dec-17,
18972.30,19346.60,19870.60,18750.90,117.41,-0.0145,17-Dec-17,
19065.70,17594.10,19587.70,17318.50,112.17,0.0989,16-Dec-17,
19345.50,16467.90,17987.00,16442.20,153.65,0.0690,15-Dec-17,
17604.80,16286.80,16941.10,16023.60,107.92,0.0111,14-Dec-17,
16467.90,17083.90,17268.00,15669.90,155.41,-0.0467,13-Dec-17,
16286.80,16733.30,17560.70,16254.50,132.85,0.0210,12-Dec-17,
17083.90,15060.50,17399.20,15024.60,159.73,0.1111,11-Dec-17,
16732.50,14840.00,15783.20,13031.00,201.62,0.0146,10-Dec-17,
15059.60,16048.20,16313.20,13151.50,181.98,-0.0750,9-Dec-17,
14843.40,16868.00,17294.80,13906.10,286.76,-0.0476,8-Dec-17,
16047.60,13750.10,16879.30,13401.60,297.11,0.2255,7-Dec-17,
16850.30,11667.10,13843.20,11661.80,191.58,0.1785,6-Dec-17,
13749.60,11624.40,11901.90,11486.10,89.69,0.0037,5-Dec-17,
11667.10,11244.20,11624.60,10917.80,93.17,0.0336,4-Dec-17,
11623.90,10912.70,11851.10,10578.40,122.13,0.0306,3-Dec-17,
11246.20,10861.50,11175.20,10715.50,86.83,0.0047,2-Dec-17,
10912.70,9947.10,10942.80,9420.90,131.92,0.0920,1-Dec-17,
10861.50,9848.00,10689.10,9023.80,187.01,0.0111,30-Nov-17,
9946.80,9906.00,11417.80,8938.70,233.33,-0.0069,29-Nov-17,
9837.90,9732.60,9969.60,9638.20,87.76,0.0178,28-Nov-17,
9906.00,9318.40,9733.60,9316.80,106.90,0.0445,27-Nov-17,
9733.20,8754.60,9474.60,8746.60,85.89,0.0644,26-Nov-17,
9318.40,8203.50,8762.00,8153.70,84.67,0.0675,25-Nov-17,
8754.70,8013.40,8332.90,7900.20,73.00,0.0234,24-Nov-17,
8200.80,8234.50,8266.50,8012.40,68.01,-0.0269,23-Nov-17,
8013.40,8099.90,8304.40,8091.60,65.81,0.0166,22-Nov-17,
8234.50,8245.90,8368.40,7819.10,115.45,-0.0176,21-Nov-17,
8100.00,8042.60,8294.10,7947.30,75.70,0.0251,20-Nov-17,
8244.70,7781.00,8100.90,7675.40,68.62,0.0336,19-Nov-17,
8042.60,7700.00,7857.50,7458.90,74.38,0.0105,18-Nov-17,
7780.90,7853.70,8000.20,7534.70,117.35,-0.0196,17-Nov-17,
7700.00,7283.00,7964.60,7119.20,133.94,0.0783,16-Nov-17,
7853.70,6597.10,7330.10,6596.90,131.12,0.1040,15-Nov-17,
7283.20,6522.50,6728.60,6419.20,96.50,0.0114,14-Nov-17,
6597.10,5878.10,6760.10,5828.30,178.34,0.1096,13-Nov-17,
6522.50,6339.90,6490.50,5493.60,269.83,-0.0728,12-Nov-17,
5878.10,6565.80,6821.50,6197.90,135.72,-0.0344,11-Nov-17,
6339.90,7129.60,7319.00,6406.00,222.00,-0.0791,10-Nov-17,
6565.80,7444.40,7457.10,7040.80,126.77,-0.0423,9-Nov-17,
7129.60,7102.20,7869.10,7027.00,220.22,0.0481,8-Nov-17,
7444.40,6959.30,7222.40,6957.80,101.05,0.0206,7-Nov-17,
7102.80,7389.50,7429.70,6934.70,159.69,-0.0582,6-Nov-17,
6959.20,7363.80,7599.40,7284.30,105.73,0.0035,5-Nov-17,
7389.50,7147.00,7492.20,6957.80,106.60,0.0296,4-Nov-17,
7363.80,7024.80,7445.60,6938.90,154.89,0.0181,3-Nov-17,
7152.10,6737.80,7339.90,6737.80,238.80,0.0426,2-Nov-17,
7024.80,6449.10,6738.70,6355.00,133.19,0.0444,1-Nov-17,
6737.80,6124.30,6467.20,6090.80,101.25,0.0534,31-Oct-17,
6451.20,6147.70,6226.20,6019.00,78.62,-0.0038,30-Oct-17,
6124.30,5726.60,6295.40,5679.40,163.06,0.0735,29-Oct-17,
6147.50,5764.60,5871.00,5654.80,53.23,-0.0066,28-Oct-17,
5726.60,5887.60,5997.80,5692.30,83.93,-0.0209,27-Oct-17,
5764.60,5734.00,5970.40,5689.90,93.68,0.0268,26-Oct-17,
5887.60,5513.10,5748.00,5375.60,105.84,0.0401,25-Oct-17,
5734.00,5903.60,5904.60,5463.40,143.74,-0.0662,24-Oct-17,
5513.10,5982.90,6049.00,5644.20,137.14,-0.0132,23-Oct-17,
5903.60,6006.60,6070.60,5723.00,105.03,-0.0040,22-Oct-17,
5982.90,5993.10,6187.20,5874.50,112.94,0.0023,21-Oct-17,
6006.60,5698.60,6075.30,5611.40,123.86,0.0517,20-Oct-17,
5993.10,5576.70,5737.40,5517.60,83.06,0.0220,19-Oct-17,
5698.60,5598.60,5601.30,5114.90,122.02,-0.0041,18-Oct-17,
5575.80,5759.30,5773.30,5521.10,65.64,-0.0279,17-Oct-17,
5598.60,5677.40,5795.30,5576.10,61.36,0.0125,16-Oct-17,
5759.30,5824.70,5862.70,5448.20,101.64,-0.0234,15-Oct-17,
5688.10,5637.30,5839.60,5568.90,76.22,0.0333,14-Oct-17,
5824.70,5432.60,5852.80,5392.00,215.02,0.0377,13-Oct-17,
5637.30,4824.20,5432.60,4815.00,163.92,0.1261,12-Oct-17,
5432.60,4763.40,4874.90,4718.60,70.48,0.0128,11-Oct-17,
4824.20,4777.50,4930.00,4722.80,98.49,-0.0030,10-Oct-17,
4763.40,4611.70,4875.40,4556.10,110.19,0.0359,9-Oct-17,
4777.50,4435.80,4622.90,4419.40,71.37,0.0397,8-Oct-17,
4611.70,4371.90,4472.90,4319.50,40.20,0.0146,7-Oct-17,
4435.80,4321.40,4422.10,4296.90,61.69,0.0117,6-Oct-17,
4371.90,4218.70,4365.80,4143.40,63.61,0.0244,5-Oct-17,
4321.40,4314.20,4355.30,4183.60,64.08,-0.0221,4-Oct-17,
4218.70,4401.30,4436.00,4230.70,81.87,-0.0198,3-Oct-17,
4314.20,4403.10,4477.40,4364.70,71.20,-0.0004,2-Oct-17,
4401.30,4360.60,4412.60,4258.30,60.58,0.0097,1-Oct-17,
4403.10,4172.80,4383.30,4164.30,67.49,0.0450,30-Sep-17,
4360.60,4195.60,4237.50,4030.40,97.80,-0.0054,29-Sep-17,
4172.80,4212.20,4274.60,4112.90,92.23,-0.0039,28-Sep-17,
4195.60,3892.70,4232.40,3882.10,117.60,0.0821,27-Sep-17,
4212.20,3932.80,3982.30,3858.80,63.25,-0.0102,26-Sep-17,
3892.70,3667.50,3971.50,3665.70,100.20,0.0723,25-Sep-17,
3932.80,3788.00,3790.90,3633.90,49.66,-0.0318,24-Sep-17,
3667.50,3600.80,3813.40,3563.20,67.82,0.0520,23-Sep-17,
3788.00,3617.30,3753.50,3505.80,114.72,-0.0045,22-Sep-17,
3600.80,3882.20,3912.80,3576.50,145.13,-0.0682,21-Sep-17,
3617.30,3908.00,4053.00,3846.80,86.65,-0.0066,20-Sep-17,
3882.20,4100.30,4120.70,3852.20,123.22,-0.0469,19-Sep-17,
3908.00,3689.60,4122.80,3689.00,147.93,0.1113,18-Sep-17,
4100.30,3698.90,3796.60,3485.80,96.07,-0.0025,17-Sep-17,
3689.60,3713.80,3893.70,3551.80,169.36,-0.0040,16-Sep-17,
3698.90,3243.10,3824.40,2979.90,448.55,0.1451,15-Sep-17,
3713.80,3870.30,3930.70,3219.00,317.59,-0.1621,14-Sep-17,
3243.10,4158.90,4174.60,3752.00,186.54,-0.0694,13-Sep-17,
3870.30,4217.90,4387.80,4075.00,107.04,-0.0140,12-Sep-17,
4158.90,4245.90,4364.40,4134.60,88.76,-0.0066,11-Sep-17,
4217.90,4335.10,4338.10,4032.10,108.08,-0.0206,10-Sep-17,
4245.90,4326.50,4402.10,4185.30,77.09,0.0020,9-Sep-17,
4335.10,4635.60,4699.60,4130.90,180.36,-0.0667,8-Sep-17,
4326.50,4618.70,4690.50,4493.20,70.53,0.0037,7-Sep-17,
4635.60,4409.10,4660.00,4401.50,110.93,0.0475,6-Sep-17,
4618.70,4267.50,4496.70,4004.60,158.41,0.0332,5-Sep-17,
4409.10,4612.90,4621.00,4098.60,170.40,-0.0749,4-Sep-17,
4267.50,4573.80,4719.80,4397.70,102.82,0.0086,3-Sep-17,
4612.90,4921.90,4976.50,4448.60,160.77,-0.0707,2-Sep-17,
4573.80,4735.10,4925.20,4690.20,102.01,0.0394,1-Sep-17,
4921.90,4583.00,4765.10,4580.10,72.29,0.0332,31-Aug-17,
4735.10,4597.30,4644.10,4491.80,68.47,-0.0031,30-Aug-17,
4583.00,4390.30,4647.80,4350.20,100.80,0.0471,29-Aug-17,
4597.30,4345.80,4403.10,4195.20,75.49,0.0103,28-Aug-17,
4390.30,4352.30,4408.20,4321.10,42.52,-0.0015,27-Aug-17,
4345.80,4364.40,4379.30,4263.30,46.16,-0.0028,26-Aug-17,
4352.30,4318.40,4461.70,4292.60,82.90,0.0107,25-Aug-17,
4364.40,4141.10,4364.10,4111.70,72.36,0.0428,24-Aug-17,
4318.40,4089.70,4255.60,4070.50,96.65,0.0126,23-Aug-17,
4141.10,4005.10,4142.70,3612.20,169.14,0.0211,22-Aug-17,
4089.70,4066.60,4097.30,3966.90,90.65,-0.0151,21-Aug-17,
4005.10,4150.50,4182.30,4034.40,70.16,-0.0202,20-Aug-17,
4066.60,4105.40,4189.70,3957.50,113.72,0.0110,19-Aug-17,
4150.50,4278.90,4362.70,3978.30,144.40,-0.0406,18-Aug-17,
4105.40,4387.40,4487.50,4194.10,127.48,-0.0247,17-Aug-17,
4278.90,4161.70,4398.10,3938.60,112.90,0.0542,16-Aug-17,
4387.40,4327.90,4436.50,3837.10,211.58,-0.0384,15-Aug-17,
4161.70,4062.60,4336.70,3978.90,128.46,0.0653,14-Aug-17,
4327.90,3871.60,4189.40,3847.30,158.59,0.0493,13-Aug-17,
4062.60,3654.40,3967.30,3611.40,123.59,0.0594,12-Aug-17,
3871.60,3425.70,3706.50,3409.80,97.56,0.0668,11-Aug-17,
3654.40,3348.80,3453.80,3322.90,71.00,0.0230,10-Aug-17,
3425.70,3429.40,3437.10,3251.00,97.06,-0.0235,9-Aug-17,
3348.80,3401.90,3494.90,3357.10,106.94,0.0081,8-Aug-17,
3429.40,3232.00,3425.10,3198.50,88.11,0.0526,7-Aug-17,
3401.90,3262.80,3295.10,3166.50,60.66,-0.0094,6-Aug-17,
3232.00,2878.50,3344.00,2875.90,159.40,0.1335,5-Aug-17,
3262.80,2810.00,2892.70,2779.50,68.76,0.0244,4-Aug-17,
2878.50,2720.50,2822.90,2717.60,68.10,0.0329,3-Aug-17,
2810.00,2747.00,2773.80,2668.90,81.82,-0.0096,2-Aug-17,
2720.50,2883.30,2946.00,2659.60,123.17,-0.0473,1-Aug-17,
2747.00,2766.50,2916.30,2723.10,91.12,0.0422,31-Jul-17,
2883.30,2733.50,2773.10,2621.70,82.72,0.0121,30-Jul-17,
2766.50,2806.80,2812.10,2699.40,84.49,-0.0261,29-Jul-17,
2733.50,2691.90,2843.80,2683.60,138.91,0.0427,28-Jul-17,
2806.80,2559.20,2712.90,2547.70,103.83,0.0518,27-Jul-17,
2691.90,2582.60,2631.70,2441.50,135.50,-0.0090,26-Jul-17,
2559.20,2763.40,2779.10,2472.60,205.88,-0.0654,25-Jul-17,
2582.60,2756.60,2798.90,2715.70,83.01,0.0025,24-Jul-17,
2763.40,2836.50,2856.70,2675.60,108.23,-0.0282,23-Jul-17,
2756.60,2675.10,2876.70,2658.60,121.92,0.0604,22-Jul-17,
2836.50,2866.00,2874.00,2622.50,193.76,-0.0666,21-Jul-17,
2675.10,2282.60,2932.80,2282.10,310.34,0.2556,20-Jul-17,
2866.00,2320.20,2412.40,2243.10,154.32,-0.0162,19-Jul-17,
2282.60,2233.40,2400.70,2164.60,202.62,0.0389,18-Jul-17,
2320.20,1914.10,2233.80,1913.80,176.89,0.1668,17-Jul-17,
2233.40,1975.10,2044.40,1809.00,189.64,-0.0309,16-Jul-17,
1914.10,2234.20,2237.10,1974.00,155.32,-0.1160,15-Jul-17,
1975.10,2362.40,2370.50,2165.40,114.41,-0.0543,14-Jul-17,
2234.20,2403.10,2436.70,2335.00,88.17,-0.0169,13-Jul-17,
2362.40,2324.30,2424.80,2262.10,109.52,0.0339,12-Jul-17,
2403.10,2344.00,2412.80,2265.50,146.63,-0.0084,11-Jul-17,
2324.30,2511.40,2530.30,2271.80,123.80,-0.0667,10-Jul-17,
2344.00,2564.90,2576.70,2509.60,39.16,-0.0208,9-Jul-17,
2511.40,2513.90,2568.70,2480.60,54.51,0.0203,8-Jul-17,
2564.90,2614.20,2617.50,2484.70,90.45,-0.0384,7-Jul-17,
2513.90,2627.90,2634.80,2581.80,60.16,-0.0052,6-Jul-17,
2614.20,2617.30,2642.70,2562.00,89.72,0.0040,5-Jul-17,
2627.90,2572.50,2658.70,2570.00,80.68,0.0174,4-Jul-17,
2617.30,2536.50,2617.50,2506.30,83.42,0.0142,3-Jul-17,
2572.50,2424.60,2555.30,2375.90,67.76,0.0461,2-Jul-17,
2536.50,2480.60,2529.60,2387.50,66.32,-0.0226,1-Jul-17,
2424.60,2558.40,2576.30,2469.50,73.00,-0.0304,30-Jun-17,
2480.60,2577.70,2605.90,2526.50,75.32,-0.0075,29-Jun-17,
2558.40,2583.80,2616.90,2490.10,110.42,-0.0023,28-Jun-17,
2577.70,2446.10,2585.10,2309.60,159.26,0.0563,27-Jun-17,
2583.80,2541.60,2584.80,2327.30,165.83,-0.0376,26-Jun-17,
2446.10,2590.10,2660.70,2472.40,86.97,-0.0187,25-Jun-17,
2541.60,2710.40,2741.60,2540.40,86.96,-0.0444,24-Jun-17,
2590.10,2722.80,2759.70,2699.50,56.94,-0.0046,23-Jun-17,
2710.40,2677.60,2757.30,2623.20,78.30,0.0169,22-Jun-17,
2722.80,2754.40,2804.40,2624.40,116.03,-0.0279,21-Jun-17,
2677.60,2616.80,2800.50,2614.00,111.30,0.0526,20-Jun-17,
2754.40,2539.60,2617.80,2518.80,81.83,0.0304,19-Jun-17,
2616.80,2655.10,2676.00,2488.60,92.00,-0.0435,18-Jun-17,
2539.60,2508.60,2690.70,2454.80,95.95,0.0584,17-Jun-17,
2655.10,2442.50,2536.40,2335.30,117.21,0.0271,16-Jun-17,
2508.60,2467.30,2521.60,2125.60,262.79,-0.0101,15-Jun-17,
2442.50,2713.00,2803.70,2349.00,174.19,-0.0906,14-Jun-17,
2467.30,2656.80,2784.80,2647.40,116.74,0.0212,13-Jun-17,
2713.00,2973.40,2985.10,2483.60,217.96,-0.1065,12-Jun-17,
2656.80,2900.30,2977.90,2867.30,83.03,0.0252,11-Jun-17,
2973.40,2811.40,2914.20,2807.40,86.52,0.0316,10-Jun-17,
2900.30,2798.80,2852.10,2786.10,67.05,0.0045,9-Jun-17,
2811.40,2691.50,2808.40,2623.60,95.42,0.0399,8-Jun-17,
2798.80,2870.50,2880.90,2626.60,122.68,-0.0624,7-Jun-17,
2691.50,2705.00,2931.20,2699.70,192.23,0.0612,6-Jun-17,
2870.50,2524.10,2705.40,2523.90,86.69,0.0717,5-Jun-17,
2705.00,2545.40,2559.80,2478.20,59.48,-0.0084,4-Jun-17,
2524.10,2492.60,2582.80,2449.90,70.96,0.0212,3-Jun-17,
2545.40,2412.60,2494.00,2385.60,83.03,0.0331,2-Jun-17,
2492.60,2303.30,2460.80,2303.30,122.70,0.0475,1-Jun-17,
2412.60,2192.60,2330.60,2168.40,117.75,0.0505,31-May-17,
2303.30,2278.20,2329.30,2147.10,120.96,-0.0376,30-May-17,
2192.60,2189.00,2337.40,2117.30,92.24,0.0407,29-May-17,
2278.20,2052.40,2300.50,2051.10,125.00,0.0666,28-May-17,
2189.00,2244.90,2322.40,1868.60,222.95,-0.0857,27-May-17,
2052.40,2307.00,2616.50,2051.40,191.49,-0.0270,26-May-17,
2244.90,2445.30,2781.80,2210.50,248.44,-0.0565,25-May-17,
2307.20,2272.60,2497.00,2263.30,149.26,0.0760,24-May-17,
2445.30,2124.40,2286.30,2110.80,114.18,0.0697,23-May-17,
2272.60,2044.20,2264.80,1998.60,174.38,0.0392,22-May-17,
2124.40,2040.20,2094.90,1980.10,78.78,0.0020,21-May-17,
2044.20,1962.00,2048.40,1944.40,89.86,0.0398,20-May-17,
2040.20,1881.00,1969.70,1875.30,98.76,0.0431,19-May-17,
1962.00,1801.30,1980.50,1791.10,73.10,0.0442,18-May-17,
1881.00,1729.30,1842.80,1704.00,94.62,0.0416,17-May-17,
1801.30,1708.90,1752.60,1653.70,75.54,0.0119,16-May-17,
1729.30,1772.60,1776.70,1656.80,80.24,-0.0359,15-May-17,
1708.90,1763.70,1802.80,1736.10,40.64,0.0050,14-May-17,
1772.60,1686.40,1770.50,1594.60,75.47,0.0459,13-May-17,
1763.70,1819.30,1822.50,1641.20,109.34,-0.0731,12-May-17,
1686.40,1752.30,1864.80,1741.50,109.01,0.0382,11-May-17,
1819.30,1697.50,1766.20,1665.00,89.68,0.0323,10-May-17,
1752.30,1664.50,1757.40,1620.00,127.23,0.0198,9-May-17,
1697.50,1554.40,1667.70,1552.90,107.23,0.0708,8-May-17,
1664.50,1545.30,1572.90,1495.20,71.36,0.0059,7-May-17,
1554.40,1507.80,1560.40,1503.90,59.60,0.0249,6-May-17,
1545.30,1516.80,1588.10,1485.00,120.38,-0.0059,5-May-17,
1507.80,1485.60,1609.80,1437.10,136.71,0.0210,4-May-17,
1516.80,1445.90,1496.40,1424.10,81.72,0.0274,3-May-17,
1485.60,1415.80,1471.10,1394.80,70.01,0.0213,2-May-17,
1445.90,1351.90,1448.70,1342.80,100.44,0.0473,1-May-17,
1415.80,1336.30,1358.90,1309.70,40.64,0.0117,30-Apr-17,
1351.90,1329.60,1343.70,1314.20,40.97,0.0050,29-Apr-17,
1336.30,1332.90,1356.20,1287.60,77.57,-0.0025,28-Apr-17,
1329.60,1286.60,1346.80,1285.30,61.77,0.0360,27-Apr-17,
1332.90,1264.30,1309.20,1263.00,58.91,0.0177,26-Apr-17,
1286.60,1248.20,1272.60,1244.20,43.89,0.0129,25-Apr-17,
1264.30,1249.10,1256.40,1234.90,38.54,-0.0008,24-Apr-17,
1248.20,1240.90,1256.20,1223.10,42.61,0.0066,23-Apr-17,
1249.10,1249.60,1257.00,1215.80,43.82,-0.0070,22-Apr-17,
